id,text,created,screenName,longitude,latitude,SentimentScore
1463,"I'm at Starbucks in Seattle, WA https://t.co/xERhulnPSC",2/5/2017,Liliaceae,-122.339905,47.60905,0
1489,"I'm at Seattle-Tacoma International Airport in Seatac, WA https://t.co/kK42V40cpM",2/5/2017,pvandorp,-122.3025084,47.44358853,0
1502,I swear this wasn't staged... a straw poll of who Seattle is cheering for today. #superbowlli… https://t.co/h2CLsB5aaK,2/5/2017,MurphMadden,-122.31719,47.67297,0
1520,"Weather now: light rain, 35°F, 5 mph south-southeast wind. https://t.co/8w7Q5q5Yqa",2/5/2017,SeattleCP,-122.3324783,47.6054773,0
1521,Seahawks fans - are you going Falcons or Patriots today?This tiny twelfie made her choice clear! Credit: Angela… https://t.co/IIKsbBreYK,2/5/2017,SeattleCP,-122.3324783,47.6054773,1
1526,"So pumped! She loves these squish balls. #dogdad @ Columbia City, Seattle https://t.co/GAvmaTOOEQ",2/5/2017,annedeecoleman,-122.287,47.5607,1
1572,"I'm at Hard Rock Cafe Seattle in Seattle, WA https://t.co/poAGt5qZvf",2/5/2017,PeterCopman,-122.3394826,47.60920379,-1
1615,And I thought I had a lot of #bourbon. Find the Jim Beam! Lol #kentuckybourbon #seattle @ The… https://t.co/3xOMjwiGEx,2/5/2017,joshSALYER,-122.3430472,47.61256581,0
1619,"#SuperBowl2017 <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BC><ed><U+00BF><U+0088> (@ Buffalo Wild Wings - @bwwings in Seattle, WA) https://t.co/MApTK1hc0I",2/5/2017,mapavgranados,-122.3379121,47.61194264,-1
1622,Epic snow for superbowl day! #seattle #reasontogooutside #superbowlday #<U+30B7><U+30A2><U+30C8><U+30EB> #<U+30A2><U+30E1><U+30EA><U+30AB> #aplental… https://t.co/t6hV8aszKU,2/5/2017,Mimikawai,-121.4158773,47.42503872,0
1661,"<ed><U+00A0><U+00BC><ed><U+00BD><U+0094><ed><U+00A0><U+00BC><ed><U+00BD><U+009F>!!! #FoodPorn #FoodRules #Dicks #GoodEats #DriveIn #Burger #Foodie #Floats @ Seattle, Washington https://t.co/mN1MytV5iz",2/5/2017,K1LLAKICKZ,-122.331,47.6064,0
1697,"Superb Owl Preps <ed><U+00A0><U+00BC><ed><U+00BC><U+00B6> (@ FunkCaptMax Culinary Experience in Seattle, WA w/ @jesslostinspace) https://t.co/8uTGQcgdho https://t.co/KIIZ6teNMu",2/5/2017,FunkCaptMax,-122.3425575,47.66000868,1
1701,#recoveryrun nikerunning  #run #running @ Fitness Evolution - North Seattle https://t.co/U4OWfRxuPK,2/5/2017,eddiemonsoon,-122.34642,47.72548,0
1792,"Snow expected tonight &amp; Monday. Plan ahead for your flight: check with your airline, arrive early Sea-Tac Airport,… https://t.co/IIKsbBreYK",2/5/2017,SeattleCP,-122.3324783,47.6054773,0
1846,<U+2764>#chinatownseattle #chinatown #seattle #seattlewa #seattlepinballmuseum @ Seattle Pinball Museum https://t.co/gCyexk3C3T,2/5/2017,seattlepinball2,-122.3251102,47.59797542,0
1849,"Good morning!!! Okay, afternoon! But who doesn't love to sleep in on Sunday?! <ed><U+00A0><U+00BD><ed><U+00B2><U+009C> #seattle #blonde… https://t.co/xIboDd1hq9",2/5/2017,KjM86,-122.331,47.6064,2
1883,"Jimmyz Dogz is serving up amazing Chicago style dogs, veggie dogs, chili dogs, Seattle dogs,… https://t.co/wLULUiNDT5",2/5/2017,surfsidetaproom,-117.3819868,33.19857956,1
1906,EPIC! JUDGE JEANINE PIRRO Lets It Rip On Berkeley Protesters And Seattle Judge: “Your rights are NOT superior to…… https://t.co/C2rFYASFVt,2/5/2017,EarlPdxPearl,-122.7756216,45.5064511,0
1930,Sold! Sending this little guy to a new home in Seattle. Safe travels! #beachbum #lifesabeach… https://t.co/wCPqCdIpqh,2/5/2017,SebEwaBeach,-157.8016667,21.28277778,1
1937,"Good morning!!! Okay, afternoon! But who doesn't love to sleep in on Sunday?! <ed><U+00A0><U+00BD><ed><U+00B2><U+009C> #seattle… https://t.co/7DlpsEDQUp",2/5/2017,KjM86,-122.331,47.6064,2
1961,"#gymsessions // River -  @thatgirlbishop  #RyannFunk #Ace #freestyle #kreativmndz @ Seattle,… https://t.co/34VwD5le3u""",2/5/2017,RyannFunk,-122.331,47.6064,0
1996,Beautiful #seattle on a wet &amp; rainy day! @ Seattle Ferry Terminal -… https://t.co/U8Oy743QEu,2/5/2017,koysaechao82,-122.3389319,47.60286964,1
1997,"Solid list of #kentuckybourbon  #bourbon #wellerantique #seattle @ The Whisky Bar https://t.co/SsRMuFe1lI""",2/5/2017,joshSALYER,-122.3430472,47.61256581,1
2016,Accident.  exit lane to 20th st se blocked in #Everett on US 2 WB on WA-204 #traffic https://t.co/12UyGMOG9h,2/5/2017,TotalTrafficSEA,-122.1385,47.97811,0
2023,"Accident, left lane blocked in #Everett on US 2 WB on WA-204 #traffic https://t.co/12UyGMOG9h",2/5/2017,TotalTrafficSEA,-122.1385,47.97811,0
2056,"With McCarthy playing Spicer, 'SNL' cranks up Trump satire &gt;&gt; https://t.co/IIKsbBreYK",2/5/2017,SeattleCP,-122.3324783,47.6054773,1
2073,"Want to work at Dell? We're #hiring in #Seattle, WA! Click for details: https://t.co/1TLxpFtWOR #DellJobs #Engineering #Job #Jobs",2/5/2017,tmj_sea_eng,-122.3320708,47.6062095,1
2112,Reopened in #FiveMilesWestOfSnoqualmieSummit on I-90 EB at Asahel Curtis Rd #traffic https://t.co/12UyGMOG9h,2/5/2017,TotalTrafficSEA,-121.4758,47.39543,0
2130,Last night for Jaydee's birthday #friends #Seattle #instagood #caphill @ Capitol Hill (Seattle) https://t.co/L7ptNURw5g,2/5/2017,franchize081785,-122.316,47.6229,0
2210,"My dubstep album drops next month @ Seattle, Washington https://t.co/IpBlyPyz8F",2/5/2017,cfloydtweets,-122.331,47.6064,0
2254,"Kalua pork is ready #Hawaiian #delicious @ Magnolia, Seattle https://t.co/oq0Ge0HP2y",2/5/2017,petergreb,-122.4008333,47.65055556,1
2266,"<ed><U+00A0><U+00BD><ed><U+00B1><U+0091>Happy 'Super Po' Sunday<ed><U+00A0><U+00BD><ed><U+00B1><U+0091> @ Seattle, Washington https://t.co/dELklSpwjy",2/5/2017,Laezboxx,-122.331,47.6064,0
2267,"Pretty superbowl sweat (@ Fremont Health Club - @fremonthc in Seattle, WA) https://t.co/pdcE4EuWna",2/5/2017,r2vanhook,-122.3463416,47.64910812,1
2321,"I'm at Slate Apartments &amp; Lofts in Seattle, WA https://t.co/pVEjEylgHO",2/5/2017,PrienceMoore,-122.378871,47.6477414,0
2439,Closed in #FiveMilesWestOfSnoqualmieSummit on I-90 EB at Asahel Curtis Rd #traffic https://t.co/12UyGMOG9h,2/5/2017,TotalTrafficSEA,-121.4758,47.39543,0
2463,Blocked in #MtBakerHwyEastOfGlacier on Hwy 542 Both EB/WB west of White Salmon Base Area Rd #traffic https://t.co/12UyGMOG9h,2/5/2017,TotalTrafficSEA,-121.6593,48.85883,0
2473,Blocked in #MtBakerHwy on Hwy 542 Both EB/WB west of White Salmon Base Area Rd #traffic https://t.co/12UyGMOG9h,2/5/2017,TotalTrafficSEA,-121.6593,48.85883,0
2502,"Acai for Super Bowl Sunday #westseattle @fitbarcafe  <U+2614><U+FE0F> <U+2744><U+FE0F> @ West Seattle, Seattle https://t.co/xuDzdZbgkD",2/5/2017,tremagnifique,-122.3866667,47.56111111,1
2522,"JAH BLESS @ Central District, Seattle https://t.co/FbDmFm3qk2",2/5/2017,manicsocratic,-122.3141667,47.60166667,1
2547,Cincinnati Zoo's baby hippo takes first steps &gt;&gt; https://t.co/IIKsbBreYK,2/5/2017,SeattleCP,-122.3324783,47.6054773,0
2548,Melissa McCarthy wins raves for Sean Spicer skit on ‘SNL’ SNLSpicer https://t.co/IIKsbBreYK,2/5/2017,SeattleCP,-122.3324783,47.6054773,1
2550,<U+30A2><U+30E1><U+30EA><U+30AB><U+306B><U+7740><U+3044><U+305F><U+3089><U+3068><U+308A><U+3042><U+3048><U+305A><U+30CF><U+30F3><U+30D0><U+30FC><U+30AC><U+30FC><U+3002> @ Crowne Plaza Hotel Seattle - Downtown https://t.co/C2M1FW8l2f,2/5/2017,ciclista_tetsu,-122.331926,47.60819295,0
2581,Closed on I-90 EB at Asahel Curtis Rd #traffic https://t.co/12UyGMOG9h,2/5/2017,TotalTrafficSEA,-121.4758,47.39543,0
2660,"Accident, left lane blocked in #Everett on US 2 WB after WA-204 #traffic https://t.co/12UyGMOG9h",2/5/2017,TotalTrafficSEA,-122.1385,47.97811,0
2829,Can you recommend anyone for this #job? Sr Project Manager (Creative) - https://t.co/8TPOKyCK0T #Marketing #Seattle… https://t.co/smJ18DKqd6,2/5/2017,Work4WunderLand,-122.3320708,47.6062095,1
2983,"I'm at @FuelCoffee in Seattle, WA https://t.co/PWfoMQST8H",2/5/2017,dgajsek,-122.3369345,47.66124883,0
3036,"Traction tires required, chains required wb on vehicles over 10,000 pounds in Snoqualmie Pass #traffic https://t.co/12UyGMOG9h",2/5/2017,TotalTrafficSEA,-121.421,47.4279,1
3040,"Derp, what Super Bowl @ Belltown, Seattle https://t.co/1CeUCjGQPd",2/5/2017,becksterino,-122.346,47.6132,1
3065,"Winter WX Advisory for Coast, Strait of Juan de Fuca &amp; NW Interior thru 4PM Mon for a trace-3\ of snow. wasnow wawx https://t.co/IIKsbBreYK""",2/5/2017,SeattleCP,-122.3324783,47.6054773,0
3066,"Winter Storm Warnings for SW Interior, Hood Canal area &amp; Lwr Chehalis Valley until 4pm Mon for 2-4\ of snow. wasnow… https://t.co/IIKsbBreYK""",2/5/2017,SeattleCP,-122.3324783,47.6054773,0
3085,"Seattle winter: <U+2744><U+FE0F>and 36° New York winter: <U+2744><U+FE0F> and 41° Palm Beach winter: <U+2600><U+FE0F> and 77° @ Palm… https://t.co/TBFO7yvtuZ""",2/5/2017,brendaholly,-80.0394,26.7151,0
3125,#Seattle gets it. #BlackLivesMatter @ University Book Store https://t.co/jj1oUHvJcB,2/5/2017,djiftw,-122.3129701,47.66035711,0
3166,"I'm at Urban Light Studios - @urbanlghtstudio in Seattle, WA https://t.co/EiFVQnwxFN",2/5/2017,Jacklynk8,-122.355662,47.69155727,0
3218,"I'm at Washington State Convention Center in Seattle, WA https://t.co/pz5Al4SUad",2/5/2017,Liliaceae,-122.3319076,47.61141958,0
3228,En route back to LA after a quick but amazing weekend in Seattle for Jenny's baby shower!! Can't… https://t.co/MRQyYMFP2A,2/5/2017,hcorini,-122.331,47.6064,1
3244,"#SeattleFree Bike Trailer (Bremerton): Bike Trailer. Converted to transport our dog - used only once, he didn't… https://t.co/abwhobhSUw",2/5/2017,Free_Seattle,-122.3307681,47.60474523,0
3246,"#SeattleFree twin xl box spring (Seattle): Free: one extra long twin bed foundation. Box spring only, no mattress.… https://t.co/L58KeOPmqO",2/5/2017,Free_Seattle,-122.3307681,47.60474523,0
3247,#SeattleFree 4x8 chicken coup (Milton): Free chicken coup. Measures about 4x8. In pretty good shape but could use a… https://t.co/IWd0971EoG,2/5/2017,Free_Seattle,-122.3307681,47.60474523,3
3248,#SeattleFree Couch w/ built in recliners (Cap hill): Brown fabric couch with recliners on left and right side for… https://t.co/FaZfQgWnRg,2/5/2017,Free_Seattle,-122.3307681,47.60474523,1
3249,"#SeattleFree Free Leather Recliner - Moving Sale, Get it While it Lasts (Bremerton): Brown Leather Recliner. Good… https://t.co/14W3N3CKGM",2/5/2017,Free_Seattle,-122.3307681,47.60474523,1
3250,#SeattleFree Two Washers: 15th and Perkins way ne 98155 zip show contact info with eta for address Two non working… https://t.co/OqrmCK8c6D,2/5/2017,Free_Seattle,-122.3307681,47.60474523,0
3251,#SeattleFree ++free upholstered arm chair (Mountlake terrace): Free chair. Good condition non smoking home. First… https://t.co/uuUMNZFsq2,2/5/2017,Free_Seattle,-122.3307681,47.60474523,2
3252,"#SeattleFree 72\ Sony Wega HD TV (Olympia): Needs a bulb and has the \""blue dot\"" issue. It is a fantastic TV when it… https://t.co/EQBvJa18uA""",2/5/2017,Free_Seattle,-122.3307681,47.60474523,1
3253,#SeattleFree Landscape rocks: Lots of landscape rocks https://t.co/2FCarRISnz,2/5/2017,Free_Seattle,-122.3307681,47.60474523,0
3254,#SeattleFree 6 Bar Chairs (Magnolia): Six chairs we bought from a local irish pub with the intention of… https://t.co/Ybl7jeuuJs,2/5/2017,Free_Seattle,-122.3307681,47.60474523,0
3278,"current weather in Seattle: light rain, 35°F 93% humidity, wind 5mph, pressure 1004mb""",2/5/2017,_SeattleWA,-122.33,47.61,0
3311,Interesting mix of bird and plane @seatacairport #avgeek @ Seattle-Tacoma International Airport… https://t.co/cv2CGBR9k5,2/5/2017,gonzalu,-122.3019047,47.44382205,1
3341,"We're #hiring! Click to apply: Technical Account Management \TAM\"" Senior Advisor - Remote opportunity in the... - https://t.co/4pywS0xk8D""",2/5/2017,tmj_sea_it,-122.3320708,47.6062095,0
3348,Wall goes up around America at miniature world in Germany &gt;&gt; https://t.co/IIKsbBreYK,2/5/2017,SeattleCP,-122.3324783,47.6054773,0
3389,"A Tale Of Two Stoplights terraPin GoSlo pinhole FujiChrome Velvia50 @ Seattle, Washington https://t.co/pq4SePRsy3""",2/5/2017,theschlem,-122.331,47.6064,0
3395,"“@KCFD44PIO: URGENT - WINTER WEATHER MESSAGE NATIONAL WEATHER SERVICE SEATTLE WA  WINTER STORM... https://t.co/hAq6LRSNBZ”""",2/5/2017,KeithKOMO4,-122.0442804,47.1614192,-1
3427,"TechReady24 - #ProudMicrosoftEmployee (@ Washington State Convention Center in Seattle, WA) https://t.co/fqEYqSJ0yD",2/5/2017,PeterCopman,-122.3319076,47.61141958,0
3540,"Frelard calling @ Seattle, Washington https://t.co/z2vX900STz",2/5/2017,shrendan,-122.331,47.6064,0
3543,https://t.co/WEwkRe90T5 USA saved by smart judges,2/5/2017,tgalli,-54.58199996,-25.59687749,1
3567,"Want to work in #Seattle, WA? View our latest opening: https://t.co/Dg6nUKcvlk #IT #Job #Jobs #Hiring #CareerArc",2/5/2017,tmj_sea_it,-122.3320708,47.6062095,1
3575,"Weather now: light rain, 35°F, 11 mph south-southeast wind. https://t.co/8w7Q5q5Yqa",2/5/2017,SeattleCP,-122.3324783,47.6054773,0
3601,Love the bubbles! #capitolhill #seattlelife @ Capitol Hill (Seattle) https://t.co/wf37fFC7vp,2/5/2017,nicolebailey,-122.316,47.6229,1
3620,"I'm at Seattle-Tacoma International Airport in Seatac, WA https://t.co/NCAkyaVBnR",2/5/2017,BitterBastard77,-122.3025084,47.44358853,0
3699,"So much space. (@ Seattle-Tacoma International Airport in Seatac, WA) https://t.co/ShfzImHt4A https://t.co/HKqLM6JtRA",2/5/2017,cral,-122.3025084,47.44358853,0
3707,"We're #hiring! Read about our latest #job opening here: Integration Engineer - Healthcare - https://t.co/vVRzJ4uM3r #Seattle, WA",2/5/2017,tmj_sea_jobs,-122.3320708,47.6062095,0
3777,"I'm at @LindasTavern in Seattle, WA https://t.co/jpUIg5anxc",2/5/2017,HibaIssa,-122.3230666,47.61523217,0
3815,LAX bound. Airport tradition. Beecher's and a coffee. @ Seattle-Tacoma International Airport… https://t.co/Yv6OkCPOtb,2/5/2017,iamjkeating,-122.3019047,47.44382205,0
3826,"This week I shared all things Seattle, falling in love and hotel design perfection… https://t.co/iFbnNjUOjs",2/5/2017,melissadavis,-122.3413155,47.6105096,0
3839,"What is this amazing place?! Dale Chihuly!!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> (@ Alaska Lounge in Seattle, WA) https://t.co/yKSJqxp79p https://t.co/mjhUdjQE8G",2/5/2017,cral,-122.302326,47.44464303,1
3915,"Accident, left lane blocked in #Ferndale on I-5 SB at Portal Wy #traffic https://t.co/12UyGMOG9h",2/5/2017,TotalTrafficSEA,-122.5867,48.85794,0
3930,My ABC15 Arizona Super Bowl pick history:Seattle vs. Denver: Seattle vs. NE: Denver vs. Carolina: <U+FE0F><U+FE0F>NE vs. Atlanta https://t.co/GRh1nkURqC,2/5/2017,PhoenixCP,-112.093793,33.46889822,1
3942,#SeattleFree Free Couch w/ Fold Out Bed (Magnolia): Just got another couch. Don't have room for this one. Comes… https://t.co/IkD2lUQf8i,2/5/2017,Free_Seattle,-122.3307681,47.60474523,1
3943,#SeattleFree Spinnyos magnetic rollercoaster toy (Tacoma): Nearly-new fully assembled magnetic track with two… https://t.co/41rINEScvY,2/5/2017,Free_Seattle,-122.3307681,47.60474523,-1
3944,#SeattleFree Sofa Beautiful (Renton): Beautiful unique sofa. It is very comfortable. It has been stored the past 6… https://t.co/OtQWPhSk6t,2/5/2017,Free_Seattle,-122.3307681,47.60474523,2
3945,"#SeattleFree Cat, Free to a good home!! (BREMERTON): Toothless is an all black , long haired cat who needs a new… https://t.co/G2C5fIlIYn",2/5/2017,Free_Seattle,-122.3307681,47.60474523,2
4028,"Pork posola @ West Seattle, Seattle https://t.co/aWd43ndL3p",2/5/2017,PriceHarmon,-122.3866667,47.56111111,0
4065,#SeattleFree Glass Coffee table (Gig Harbor): Large square glass coffee table is in excellent condition. https://t.co/ozQfimTn2J,2/5/2017,Free_Seattle,-122.3307681,47.60474523,1
4066,#SeattleFree Oil Tank (Ballard): Portable oil tank https://t.co/A7xebNwha6,2/5/2017,Free_Seattle,-122.3307681,47.60474523,-1
4081,Snow #freakout achieved. #seattle #snowday @ Capitol Hill (Seattle) https://t.co/naNtmsNJCq,2/6/2017,Abergsiek,-122.316,47.6229,0
4093,"The universe is a beautiful place with unexpected surprises. @ Columbia City, Seattle https://t.co/AohO9Oylgu",2/6/2017,annedeecoleman,-122.287,47.5607,0
4115,Bye Hawaii for now <ed><U+00A0><U+00BE><ed><U+00B4><U+0097><U+270C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> #ifinallygettotravelagain #blessed #koala<ed><U+00A0><U+00BD><ed><U+00B0><U+00A8> #hawaii #sanfrancisco #seattle… https://t.co/9VA5q49bfR,2/6/2017,ForeignJaaamz,-157.9225,21.318611,0
4164,9th Circuit Court of Appeals hearing for oral arguments on halt to travel ban will be tomorrow https://t.co/IIKsbBreYK,2/6/2017,SeattleCP,-122.3324783,47.6054773,0
4165,"3,300 customers currently w/out power. Crews are making great progress in these snowy conditions! <U+FE0F><U+FE0F><U+FE0F><U+FE0F> https://t.co/IIKsbBreYK",2/6/2017,SeattleCP,-122.3324783,47.6054773,2
4275,"Here we go again. #newborn #selfie @ West Seattle, Seattle https://t.co/VsyEr1ojp2",2/6/2017,thomazchamberln,-122.3866667,47.56111111,0
4276,Blocked in #Montesano on US-12 WB between Monte Brady Rd and Devonshire Rd #traffic https://t.co/12UyGMOG9h,2/6/2017,TotalTrafficSEA,-123.5136,46.99347,0
4308,Seattle is quite the city. <ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BC><ed><U+00BD><U+00BA><ed><U+00A0><U+00BD><ed><U+00B2><U+0099> @ Holy Mountain Brewing https://t.co/ZyabSmAbso,2/6/2017,jackienbra,-122.3745211,47.63083646,1
4344,"Just posted a video @ Seattle, Washington https://t.co/IqzWLl6rE3",2/6/2017,ChetanNNaik,-122.331,47.6064,0
4418,Accident.  wb lane partially blocked in #Kingston on State Hwy 104 WB after Miller Bay Rd NE #traffic https://t.co/12UyGMOG9h,2/6/2017,TotalTrafficSEA,-122.5416,47.80953,0
4530,"#snowday means nothing when you work remotely @ Beacon Hill, Seattle https://t.co/rPJd0LrvAH",2/6/2017,PeasOnMoss,-122.3175137,47.57780024,1
4548,Doing the East Lake Sammamish Trail again. #pugetsound #wasnow #snowday #snow #seattle… https://t.co/FblTp4r6fr,2/6/2017,OneRadicalDude,-122.06,47.5598,0
4567,"Seattle trends now: Super Bowl, Patriots, Falcons, Trump, Tom Brady. https://t.co/rs1pjlKOkI",2/6/2017,SeattleCP,-122.3324783,47.6054773,1
